Frequency,Word,Reading,Type,Meaning
4445,芸能人,,noun,entertainer
4446,こんにちは,,interjection,"Hello, Good afternoon"
4447,ふっと,,adverb,suddenly
4448,日付け,,noun,"date, day"
4449,相違,,noun,"difference, disagreement"
4450,決定的,,na-adjective,"definitive, absolute"
4451,無意識,,noun,unconsciousness
4451,無意識,,na-adjective,unconscious
4452,友人達,,noun,friends
4453,債務者,,noun,debtor
4454,四ヶ月,,noun,four months
4455,始末,,noun,"disposal, circumstances"
4455,始末する,,verb,"manage, deal with, dispose of"
4456,合間,,noun,"interval, pause, spare moment"
4457,副作用,,noun,side effect
4458,成分,,noun,"ingredient, constituent, component"
4459,初,,noun,first
4460,ドライバー,,noun,driver
4461,渋滞,,noun,"traffic jam, delay"
4461,渋滞する,,verb,be delayed
4462,遠慮,,noun,reserve
4462,遠慮する,,verb,hesitate
4463,印,しるし,noun,"mark, tick, check"
4464,今週,,noun,this week
4465,慰める,,verb,"console, comfort"
4466,一方的,,na-adjective,"unilateral, one-sided"
4467,開設,,noun,establishment
4467,開設する,,verb,"establish, set up"
4468,アニメ,,noun,animation
4469,さっさと,,adverb,quickly
4470,勢力,,noun,"power, influence, strength"
4471,梅,,noun,"plum, Japanese apricot"
4472,霊,,noun,"spirit, soul"
4473,予感,,noun,"presentiment, foreboding, hunch"
4473,予感する,,verb,have a presentiment/foreboding/hunch
4474,学者,,noun,scholar
4475,車椅子,,noun,wheelchair
4476,月曜日,,noun,Monday
4477,北京,,noun,Beijing
4478,論理,,noun,logic
4479,見込む,,verb,"expect, trust"
4480,四十分,,noun,forty minutes
4481,歩道,,noun,"sidewalk, pavement"
4482,二千,,numeral,two thousand
4483,政治的,,na-adjective,political
4484,九年,,noun,nine years
4485,欠く,,verb,lack; chip
4486,報告書,,noun,report
4487,近づける,,verb,bring close
4488,壼,,noun,"pot, vase"
4489,講座,,noun,"course, lecture"
4490,レシピ,,noun,recipe
4491,行列,,noun,"procession, line, parade"
4491,行列する,,verb,"line up, queue"
4492,計上,,noun,appropriation
4492,計上する,,verb,appropriate
4493,受診,,noun,(medical) consultation
4493,受診する,,verb,"consult, have a medical examination"
4494,指揮,,noun,"direction, command"
4494,指揮する,,verb,"conduct, direct"
4495,保管,,noun,"keeping, storage"
4495,保管する,,verb,keep
4496,パートナー,,noun,partner
4497,発足,,noun,start
4497,発足する,,verb,start
4498,火事,,noun,fire
4499,中世,,noun,"Middle Ages, medieval"
4500,考察,,noun,"consideration, examination"
4500,考察する,,verb,"consider, examine"
4501,祝い,,noun,celebration
4502,儲ける,,verb,"profit, earn, gain"
4503,指差す,,verb,point
4504,認可,,noun,"permission, approval"
4504,認可する,,verb,"permit, approve"
4505,劣る,,verb,be inferior
4506,ぶつける,,verb,hit; throw
4507,条約,,noun,"treaty, agreement"
4508,像,,noun,"figure, statue"
4509,マッチ,,noun,match
4509,マッチする,,verb,match
4510,二千円,,noun,two thousand yen
4511,キャベツ,,noun,cabbage
4512,デザート,,noun,dessert
4513,議員,,noun,member of Diet/Congress/Parliament
4514,審議,,noun,"discussion, deliberation"
4514,審議する,,verb,"discuss, deliberate"
4515,涼しい,,i-adjective,cool
4516,性,,noun,"sex, gender"
4517,仕草,,noun,"behavior, gesture"
4518,マスター,,noun,master
4518,マスターする,,verb,master
4519,泡,,noun,"bubble, foam"
4520,年配,,noun,elderly person
4521,万が一,,adverb,just in case
4522,挙げ句,,noun,"in the end, finally"
4523,つなげる,,verb,"connect, tie"
4524,弟子,,noun,"pupil, disciple"
4525,分解,,noun,analysis
4525,分解する,,verb,"resolve, dismantle, take apart, analyze"
4526,一発,,noun,"shot, punch"
4527,ささやく,,verb,whisper
4528,調達,,noun,"supply, procurement"
4528,調達する,,verb,"supply, procure"
4529,二十六,,numeral,twenty-six
4530,制服,,noun,uniform
4531,オーブン,,noun,oven
4532,パンフレット,,noun,brochure
4533,賞,,noun,"prize, award"
4534,白人,,noun,white person
4535,いささか,,adverb,"a little, slightly, rather"
4536,先頭,,noun,"head, lead"
4537,真っ黒,,na-adjective,black
4538,すっと,,adverb,quickly; quietly; straight
4539,公共,,noun,"public, common"
4540,貴族,,noun,"noble, nobility, aristocracy"
4541,散る,,verb,"fall, drop"
4542,路地,,noun,"alley, lane"
4543,緑色,,noun,green
4544,逃げ出す,,verb,run away
4545,繁栄,,noun,prosperity
4545,繁栄する,,verb,"prosper, flourish"
4546,銃,,noun,gun
4547,今後とも,,adverb,"from now on, in the future"
4548,担ぐ,,verb,"carry, shoulder"
4549,撒く,,verb,"scatter, water"
4550,合理的,,na-adjective,"reasonable, rational"
4551,果て,,noun,the end
4552,霧,,noun,fog
4553,主催,,noun,"promotion, organizing"
4553,主催する,,verb,"host, promote, organize"
4554,選択肢,,noun,"choices, alternatives"
4555,密接,,na-adjective,close
4556,煮込む,,verb,stew
4557,表,おもて,noun,"front; outside, surface"
4558,錯覚,,noun,"illusion, delusion, trick"
4558,錯覚する,,verb,have the illusion/impression
4559,乗り物,,noun,vehicle; (amusement park) ride
4560,スパゲッティー,,noun,spaghetti
4561,隣接,,noun,"adjacent, adjoin, next to"
4561,隣接する,,verb,"be adjacent, adjoin, be next to"
4562,二千三年,,noun,2003 (year)
4563,ごまかす,,verb,"cheat, deceive"
4564,テクニック,,noun,technique
4565,ステップ,,noun,step
4566,任務,,noun,"duty, task, mission, role"
4567,小川,,noun,stream
4568,ロープ,,noun,rope
4569,到達,,noun,arrival
4569,到達する,,verb,reach
4570,イエス,,noun,yes; Jesus (Christ)
4571,上海,,noun,Shanghai
4572,顕著,,na-adjective,"conspicuous, remarkable"
4573,生まれ育つ,,verb,be born and raised
4574,ファッション,,noun,fashion
4575,緊張感,,noun,tension
4576,容器,,noun,"container, vessel"
4577,サポート,,noun,support
4577,サポートする,,verb,support
4578,転ぶ,,verb,"fall, slip"
4579,まし,,na-adjective,better
4579,まし,,noun,increase
4580,東北,,noun,"Northeast, Tohoku region"
4581,亡くす,,verb,lose
4582,サラダ,,noun,salad
4583,注意点,,noun,important point
4584,DNA (DNA),,noun,"DNA, deoxyribonucleic acid"
4585,米軍,,noun,US armed forces
4586,デメリット,,noun,disadvantage
4587,国道,,noun,national highway
4588,浸透,,noun,"soaking, penetration"
4588,浸透する,,verb,"soak, penetrate"
4589,合図,,noun,"signal, sign"
4589,合図する,,verb,"signal, sign"
4590,フェリー,,noun,ferry
4591,貿易,,noun,"trade, commerce"
4592,照明,,noun,lighting
4593,招待,,noun,invitation
4593,招待する,,verb,invite
4594,年々,,adverb,year after year
4595,十一年,,noun,eleven years
4596,武士,,noun,"warrior, samurai"
4597,そりゃ,,pronoun,that is
4598,対抗,,noun,"competition, rivalry"
4598,対抗する,,verb,"oppose, rival"
4599,者達,,noun,people
4600,警察官,,noun,police officer
4601,丸める,,verb,"curl, wad"
4602,最新,,noun,"newest, latest"
4603,他者,,noun,"another person, others"
4604,挿入,,noun,insertion
4604,挿入する,,verb,insert
4605,賢い,,i-adjective,"wise, clever"
4606,腐る,,verb,"rot, decay, go off"
4607,こだわり,,noun,"concern, obsession"
4608,悲惨,,na-adjective,miserable
4609,キリスト,,noun,Christ
4610,辛さ,,noun,pain
4611,二三日,,noun,two or three days
4612,講演,,noun,"lecture, talk"
4613,誤る,,verb,"make a mistake, be wrong"
4614,人権,,noun,human rights
4615,両側,,noun,both sides
4616,餅,,noun,rice cake
4617,鎌倉,,noun,Kamakura
4618,運動会,,noun,sports meeting
4619,州,しゅう,noun,state
4620,分離,,noun,"separation, detachment"
4620,分離する,,verb,"separate, detach"
4621,日常的,,na-adjective,routine
4622,掲示板,,noun,"bulletin board, noticeboard"
4623,住宅地,,noun,residential area
4624,亀,,noun,"turtle, tortoise"
4625,四十代,,noun,forties
4626,メロディー,,noun,melody
4627,民衆,,noun,"people, public"
4628,吉祥寺,,noun,Kichijoji (place name)
4629,貫く,,verb,"persist, stick to; pierce"
4630,新潟,,noun,Niigata
4631,箇所,,noun,"place, point, part"
4632,正解,,noun,correct answer
4632,正解する,,verb,answer correctly
4633,悟る,,verb,realize
4634,擦る,,verb,"rub, strike; lose"
4635,体育館,,noun,gym
4636,再会,,noun,reunion
4636,再会する,,verb,meet again
4637,儀式,,noun,"ceremony, ritual"
4638,いやあ,,interjection,"Well, sorry"
4639,店舗,,noun,"store, shop"
4640,捕らわれる,,verb,"be arrested, be captured, stick to"
4641,日本一,,noun,most ... in Japan
4642,トンネル,,noun,tunnel
4643,一歳,,noun,one year old
4644,暑さ,,noun,heat
4645,ビタミン,,noun,vitamin
4646,おめでとう,,interjection,congratulations
4647,用途,,noun,use
4648,進学,,noun,going on to the next level of education
4648,進学する,,verb,go on to the next level of education
4649,タイヤ,,noun,tire
4650,朝鮮,,noun,Korea
4651,三味線,,noun,shamisen
4652,保険会社,,noun,insurance company
4653,写す,,verb,"copy, trace"
4654,チョコレート,,noun,chocolate
4655,走り回る,,verb,run around
4656,有力,,na-adjective,"powerful, strong, important"
4657,仕掛け,,noun,"device, system"
4658,ポスター,,noun,poster
4659,杉,,noun,Japanese cedar
4660,可愛らしい,,i-adjective,lovely
4661,彫刻,,noun,"sculpture, carving"
4662,眠り,,noun,sleep
4663,見込み,,noun,"hope, chance, expectation"
4664,爽やか,,na-adjective,"fresh, refreshing"
4665,就任,,noun,assumption
4665,就任する,,verb,assume
4666,先端,,noun,"tip, point, forefront"
4667,装置,,noun,"device, equipment"
4667,装置する,,verb,be equipped with
4668,伝説,,noun,"legend, tradition"
4669,今頃,,noun,this time
4670,学部,,noun,"faculty, department"
4671,水泳,,noun,swimming
4672,羽目,,noun,"plight, predicament"
4673,上京,,noun,coming/going to Tokyo
4673,上京する,,verb,come/go to Tokyo
4674,ビザ,,noun,visa
4675,将軍,,noun,"general, shogun"
4676,青少年,,noun,"young people, juvenile"
4677,肘,,noun,elbow
4678,延々,,adverb,"on and on, dragging on"
4679,食器,,noun,dish
4680,引き付ける,,verb,attract
4681,深さ,,noun,depth
4682,〜さん,,suffix,"Mr., Mrs., Miss., Ms."
4683,パスポート,,noun,passport
4684,ぼろぼろ,,na-adjective,"ragged, worn out"
4684,ぼろぼろ,,adverb,in drops
4685,いつ頃,,noun,around what time
4686,二重,,noun,double
4687,埼玉,,noun,Saitama
4688,いたずら,,noun,"mischief, trick, joke"
4688,いたずらする,,verb,"be mischievous, play a trick"
4689,受け付ける,,verb,accept
4690,こねる,,verb,"knead, squeeze, work"
4691,這う,,verb,"creep, crawl"
4692,ふらふら,,adverb,"aimlessly, unsteadily"
4692,ふらふら,,na-adjective,unsteady on one’s feet
4692,ふらふらする,,verb,"stagger, be dizzy"
4693,捧げる,,verb,"offer, dedicate, sacrifice"
4694,居酒屋,,noun,"(Japanese style) bar, tavern"
4695,見下ろす,,verb,"look down, overlook"
4696,一貫,,noun,consistent
4697,文献,,noun,literature
4698,やがる,,auxiliary,VERB SUFFIX (vulgarism)
4699,ワープロ,,noun,word processor
4700,象,ぞう,noun,elephant
4701,共感,,noun,sympathy
4701,共感する,,verb,sympathize
4702,ズボン,,noun,"pants, trousers"
4703,迅速,,na-adjective,"quick, swift"
4704,豆腐,,noun,"tofu, bean curd"
4705,司会,,noun,"host, emcee"
4705,司会する,,verb,"host, emcee, take the chair"
4706,幸運,,noun,"(good) luck, fortune"
4706,幸運,,na-adjective,"lucky, fortunate"
4707,緩和,,noun,"relaxation, relief"
4707,緩和する,,verb,relieve
4708,鉄板,,noun,"hot plate, iron plate"
4709,明ける,,verb,"begin, dawn, break"
4710,反論,,noun,"argument, objection"
4710,反論する,,verb,"argue, object"
4711,引っ繰り返す,,verb,"overturn, upset, turn over"
4712,儲かる,,verb,"profit, gain"
4713,久々,,"noun, adverb",for the first time in a long time
4714,効力,,noun,effect
4715,枯れる,,verb,"wither, die"
4716,絆,,noun,"tie, bond"
4717,相性,,noun,compatibility
4718,三分,,noun,three minutes
4719,砂浜,,noun,"beach, sand"
4720,責める,,verb,"accuse, blame"
4721,参加費,,noun,participation fee
4722,井戸,,noun,well
4723,五十代,,noun,fifties
4724,債務,,noun,"debt, obligation"
4725,寄与,,noun,contribution
4725,寄与する,,verb,contribute
4726,社宅,,noun,company housing
4727,下記,,noun,"the following, mentioned below"
4728,委員長,,noun,chairperson
4729,槍,,noun,spear
4730,くわえる,,verb,"take, hold"
4731,店員,,noun,"clerk, sales assistant"
4732,秩序,,noun,"order, system"
4733,散々,,adverb,"severely, repeatedly"
4734,刺し身,,noun,sashimi
4735,おかず,,noun,"food, side dish"
4736,豚肉,,noun,pork
4737,兵,,noun,"soldier, troops"
4738,部長,,noun,"head of department, manager"
4739,サミット,,noun,summit
4740,三十歳,,noun,thirty years old
4741,二倍,,noun,"twice, double"
4742,ベンチ,,noun,bench
4743,補う,,verb,"supplement, compensate"
4744,投入,,noun,investment
4744,投入する,,verb,"throw, invest"
4745,争い,,noun,"fight, struggle, competition"
4746,センス,,noun,sense
4747,ハード,,na-adjective,"hard, tight"
4748,見逃す,,verb,"miss, overlook"
4749,線路,,noun,"track, railroad"
4750,四年間,,noun,four years
4751,リンク,,noun,link
4751,リンクする,,verb,link
4752,大蔵省,,noun,Ministry of Finance
4753,製作,,noun,production
4753,製作する,,verb,manufacture
4754,世帯,,noun,"household, family"
4755,覗き込む,,verb,look into
4756,区分,,noun,"division, classification"
4756,区分する,,verb,separate
4757,放棄,,noun,"abandonment, renunciation"
4757,放棄する,,verb,"abandon, renounce"
4758,転職,,noun,change of job
4758,転職する,,verb,change job
4759,類い,,noun,"kind, sort, type"
4760,活気,,noun,"vigor, energy, liveliness"
4761,日差し,,noun,sunshine
4762,人格,,noun,"character, personality"
4763,避難,,noun,evacuation
4763,避難する,,verb,evacuate
4764,ラスベガス,,noun,Las Vegas
4765,鐘,,noun,"bell, chime"
4766,若者達,,noun,young people
4767,集まり,,noun,"meeting, gathering, group"
4768,変換,,noun,"change, conversion"
4768,変換する,,verb,convert
4769,歓迎,,noun,"reception, welcome"
4769,歓迎する,,verb,welcome
4770,川崎,,noun,Kawasaki
4771,支出,,noun,"expenses, payment, expenditure, spending"
4772,軸,,noun,axis; shaft; stem
4773,食物,,noun,"food, dish"
4774,損害,,noun,"damage, loss"
4775,のみならず,,particle,"not only ... but, as well as"
4776,正義,,noun,"justice, right"
4777,一目,,noun,glance
4778,百年,,noun,"hundred years, century"
4779,ガイド,,noun,"guide, conductor"
4779,ガイドする,,verb,guide
4780,大型,,noun,"big, large"
4781,頂上,,noun,"top, summit"
4782,睡眠,,noun,sleep
4783,緩やか,,na-adjective,"gentle, soft, mild"
4784,相互,,noun,"mutual, each other"
4785,二十七,,noun,num. twenty-seven
4786,披露,,noun,"announcement, introduction"
4786,披露する,,verb,"announce, introduce"
4787,OB (OB),,noun,"OB (old boy), alumnus"
4788,この方,,pronoun,this person
4789,上位,,noun,higher rank
4790,リード,,noun,lead
4790,リードする,,verb,take a lead
4791,心身,,noun,mind and body
4792,債権者,,noun,creditor
4793,燃料,,noun,fuel
4794,ショップ,,noun,shop
4795,長官,,noun,director general
4796,強いる,,verb,force
4797,シート,,noun,seat; sheet
4798,追い込む,,verb,drive into
4799,プライド,,noun,pride
4800,題名,,noun,title
4801,問い合わせ,といあわせ,noun,inquiry
4802,葱,,noun,leek
4803,据える,,verb,"set, place"
4804,業績,,noun,achievements
4805,起動,,noun,starting
4805,起動する,,verb,start
4806,学年,,noun,"grade, year"
4807,助成,,noun,subsidy
4807,助成する,,verb,subsidize
4808,天下,,noun,the whole world
4809,打ち出す,,verb,"work out, come up with; announce"
